question_id,poll_id,race_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,start_date,end_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,created_at,notes,url,stage,party,answer,candidate_id,candidate_name,pct,,
148898,77168,8916,2024,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,B+,,rv,rv-r,Online,U.S. President,10/26/21,10/28/21,,FALSE,,FALSE,FALSE,2011-03-21 11:59,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/f5e7728d-554a-39d2-2939-8c4849d081c6/HHP_October_12PM_vF.pdf,primary,REP,Cruz,16641,Ted Cruz,12,,
148898,77168,8916,2024,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,B+,,rv,rv-r,Online,U.S. President,10/26/21,10/28/21,,FALSE,,FALSE,FALSE,2011-03-21 11:59,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/f5e7728d-554a-39d2-2939-8c4849d081c6/HHP_October_12PM_vF.pdf,primary,REP,Haley,16640,Nimrata R. Haley,9,,
148898,77168,8916,2024,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,B+,,rv,rv-r,Online,U.S. President,10/26/21,10/28/21,,FALSE,,FALSE,FALSE,2011-03-21 11:59,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/f5e7728d-554a-39d2-2939-8c4849d081c6/HHP_October_12PM_vF.pdf,primary,REP,Rubio,16643,Marco Rubio,4,,
148898,77168,8916,2024,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,B+,,rv,rv-r,Online,U.S. President,10/26/21,10/28/21,,FALSE,,FALSE,FALSE,2011-03-21 11:59,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/f5e7728d-554a-39d2-2939-8c4849d081c6/HHP_October_12PM_vF.pdf,primary,REP,Pompeo,16652,Mike Pompeo,3,,
148898,77168,8916,2024,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,B+,,rv,rv-r,Online,U.S. President,10/26/21,10/28/21,,FALSE,,FALSE,FALSE,2011-03-21 11:59,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/f5e7728d-554a-39d2-2939-8c4849d081c6/HHP_October_12PM_vF.pdf,primary,REP,T. Scott,16648,Tim Scott,5,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,DeSantis,16646,Ron DeSantis,18,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Carlson,16645,Tucker Swanson McNear Carlson,1,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Trump Sr.,16651,Donald Trump,41,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Pence,16638,Mike Pence,5,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Haley,16640,Nimrata R. Haley,4,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Hawley,16656,Josh Hawley,1,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Cotton,16650,Tom Cotton,1,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Rubio,16643,Marco Rubio,2,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,Noem,16649,Kristi L. Noem,1,,
146808,77029,8916,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,629,a,a-r,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,REP,T. Scott,16648,Tim Scott,2,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Buttigieg,16662,Pete Buttigieg,9,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Warren,19237,Elizabeth Warren,8,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Harris,16661,Kamala Harris,22,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,7,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Brown,28574,Sherrod Brown,4,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Abrams,16708,Stacey Yvonne Abrams,7,,
146809,77029,8915,2024,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,671,a,a-d,Online,U.S. President,10/19/21,10/21/21,,FALSE,,FALSE,FALSE,10/25/21 15:43,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,primary,DEM,Sanders,19238,Bernard Sanders,12,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Trump Jr.,16639,Donald Trump Jr.,13,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Pence,16638,Mike Pence,8,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Haley,16640,Nimrata R. Haley,5,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Romney,16642,Mitt Romney,3,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Cruz,16641,Ted Cruz,8,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Carlson,16645,Tucker Swanson McNear Carlson,2,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Pompeo,16652,Mike Pompeo,2,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,DeSantis,16646,Ron DeSantis,22,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Hogan,16657,Larry Hogan,0,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Cotton,16650,Tom Cotton,1,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,T. Scott,16648,Tim Scott,2,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Sasse,16655,Ben Sasse,0,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Hawley,16656,Josh Hawley,0,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Abbott,16740,Gregory W. Abbott,1,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Noem,16649,Kristi L. Noem,2,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,R. Scott,16647,Rick Scott,0,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Cheney,20699,Liz Cheney,2,,
146620,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:11,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Christie,16659,Chris Christie,1,,
146621,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:13,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,Trump Sr.,16651,Donald Trump,62,,
146621,76908,8916,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,476,rv,rv-r,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:13,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,REP,DeSantis,16646,Ron DeSantis,22,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Harris,16661,Kamala Harris,23,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Sanders,19238,Bernard Sanders,16,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,5,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Klobuchar,16671,Amy Klobuchar,4,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Abrams,16708,Stacey Yvonne Abrams,5,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Beshear,28587,Andy Beshear,0,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Buttigieg,16662,Pete Buttigieg,9,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Whitmer,28588,Gretchen E. Whitmer,0,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Booker,16666,Cory A. Booker,4,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Warren,19237,Elizabeth Warren,6,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Sinema,28589,Kyrsten Sinema,0,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Manchin,28686,"Joe Manchin, III",1,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Newsom,18945,Gavin Newsom,3,,
146622,76908,8915,2024,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,533,rv,rv-d,Online,U.S. President,10/15/21,10/19/21,,FALSE,,FALSE,FALSE,10/20/21 17:14,,https://echeloninsights.com/in-the-news/october-omnibus-political/,primary,DEM,Gabbard,28590,Tulsi Gabbard,1,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Trump Sr.,16651,Donald Trump,53,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,DeSantis,16646,Ron DeSantis,10,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Pence,16638,Mike Pence,9,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Owens,18944,Candace Owens,3,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Cruz,16641,Ted Cruz,3,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Haley,16640,Nimrata R. Haley,4,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Romney,16642,Mitt Romney,4,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Rubio,16643,Marco Rubio,2,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,T. Scott,16648,Tim Scott,1,,
146597,76905,8916,2024,,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,463,lv,lv-r,Online,U.S. President,10/14/21,10/18/21,,FALSE,,FALSE,FALSE,10/20/21 12:09,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,primary,REP,Kasich,16644,John Richard Kasich,1,,
